time,Yedigöller Milli Parkı - Bolu_temp,Yedigöller Milli Parkı - Bolu_prcp,Yedigöller Milli Parkı - Bolu_snow,Yedigöller Milli Parkı - Bolu_rain,Yedigöller Milli Parkı - Bolu_tmin,Yedigöller Milli Parkı - Bolu_tmax,Yedigöller Milli Parkı - Bolu_wspd,Yedigöller Milli Parkı - Bolu_rhum
2025-04-16,8.53,0.0,0.0,0.0,0.02,16.92,5.45,63.45
2025-04-17,9.72,0.0,0.0,0.0,2.5,18.18,4.69,70.02
2025-04-18,10.28,0.0,0.0,0.0,3.52,18.5,4.5,70.37
2025-04-19,9.19,0.3,0.0,0.3,5.16,15.16,5.36,75.14
2025-04-20,8.92,0.0,0.0,0.0,4.47,15.09,6.31,78.63
2025-04-21,10.33,0.0,0.0,0.0,3.32,18.0,5.35,71.93
2025-04-22,9.99,0.0,0.0,0.0,4.41,16.94,4.85,72.41
2025-04-23,9.95,3.28,0.0,3.28,5.77,15.81,5.23,74.74
2025-04-24,7.4,0.75,0.0,0.75,4.25,13.99,4.83,84.16
2025-04-25,7.48,16.86,0.0,16.86,3.91,12.75,6.8,82.56
2025-04-26,9.99,0.04,0.0,0.04,3.24,17.73,5.37,71.04
2025-04-27,7.65,6.43,0.0,6.43,4.24,13.08,6.44,85.35
2025-04-28,6.35,0.0,0.0,0.0,3.87,10.22,10.24,79.91
2025-04-29,6.05,0.0,0.0,0.0,2.25,11.16,8.66,76.35
2025-04-30,6.81,0.0,0.0,0.0,3.69,11.74,6.86,78.62
2025-05-01,6.64,2.83,0.0,2.83,3.4,11.27,4.76,89.53
2025-05-02,6.53,3.45,0.0,3.45,5.23,8.53,4.14,90.39
2025-05-03,8.42,0.66,0.0,0.66,3.44,14.58,5.62,75.69
2025-05-04,9.62,0.0,0.0,0.0,1.78,17.77,4.67,59.66
2025-05-05,13.01,0.0,0.0,0.0,3.04,21.13,4.93,45.22
2025-05-06,15.9,0.13,0.0,0.13,8.58,22.14,4.99,53.29
2025-05-07,16.46,1.79,0.0,1.79,10.74,23.75,5.47,61.87
2025-05-08,15.51,0.13,0.0,0.13,9.11,23.14,5.03,68.31
2025-05-09,15.35,0.29,0.0,0.29,9.23,22.27,6.18,67.52
2025-05-10,10.8,7.81,0.0,7.81,7.64,17.17,8.1,83.5
2025-05-11,8.52,11.28,0.0,11.28,6.08,13.18,6.14,87.92
2025-05-12,9.44,0.0,0.0,0.0,3.92,14.65,5.72,76.37
2025-05-13,7.25,0.11,0.0,0.11,2.93,11.66,7.04,75.1
2025-05-14,6.42,0.0,0.0,0.0,1.71,11.3,6.43,70.68
2025-05-15,8.6,0.0,0.0,0.0,0.05,16.54,4.99,59.23
2025-05-16,13.07,0.17,0.0,0.17,4.88,19.92,5.13,57.42
2025-05-17,15.53,1.19,0.0,1.19,9.98,21.82,8.24,60.54
2025-05-18,10.56,5.7,0.0,5.7,5.24,15.3,6.36,81.37
2025-05-19,10.8,0.18,0.0,0.18,2.94,19.34,4.7,58.09
2025-05-20,11.22,0.0,0.0,0.0,5.43,16.22,7.5,61.89
2025-05-21,13.73,0.0,0.0,0.0,4.39,21.4,5.49,56.55
2025-05-22,16.88,0.09,0.0,0.09,7.92,24.31,5.3,55.22
2025-05-23,18.67,0.9,0.0,0.9,11.79,26.23,6.02,57.88
2025-05-24,18.9,0.0,0.0,0.0,11.49,26.01,5.81,53.88
2025-05-25,19.43,0.44,0.0,0.44,11.72,28.65,6.9,60.7
2025-05-26,14.87,12.12,0.0,12.12,9.14,20.66,7.52,79.55
2025-05-27,12.7,11.95,0.0,11.95,8.82,16.98,7.43,67.75
2025-05-28,14.29,0.0,0.0,0.0,8.56,20.41,6.9,62.82
2025-05-29,12.99,2.99,0.0,2.99,8.5,19.06,5.7,72.2
2025-05-30,13.14,0.0,0.0,0.0,9.05,18.42,5.21,73.73
2025-05-31,12.93,3.15,0.0,3.15,9.26,17.05,5.61,80.15
2025-06-01,13.03,4.86,0.0,4.86,9.3,17.41,5.45,84.39
2025-06-02,13.99,0.0,0.0,0.0,8.47,19.72,5.49,77.75
2025-06-03,15.6,0.03,0.0,0.03,8.69,22.35,5.37,69.43
2025-06-04,17.19,0.0,0.0,0.0,9.16,24.38,5.23,60.42
2025-06-05,18.32,0.0,0.0,0.0,10.5,25.71,5.69,55.14
2025-06-06,17.76,0.0,0.0,0.0,11.06,24.88,6.44,66.78
2025-06-07,17.9,0.0,0.0,0.0,11.68,24.55,4.97,72.72
2025-06-08,16.25,0.0,0.0,0.0,11.63,23.74,4.97,77.3
2025-06-09,17.74,0.0,0.0,0.0,12.35,25.72,5.21,75.91
2025-06-10,18.08,0.0,0.0,0.0,12.18,24.08,6.3,74.25
2025-06-11,19.33,0.0,0.0,0.0,14.32,25.15,6.13,79.23
2025-06-12,19.49,0.0,0.0,0.0,14.63,24.54,5.96,77.77
2025-06-13,16.78,0.0,0.0,0.0,11.73,22.29,8.41,70.29
2025-06-14,15.02,0.0,0.0,0.0,9.1,20.16,5.9,62.75
2025-06-15,14.05,0.35,0.0,0.35,8.68,18.99,5.6,68.17
2025-06-16,14.62,0.0,0.0,0.0,7.76,20.29,5.97,66.03
2025-06-17,16.42,0.0,0.0,0.0,8.19,22.93,4.99,56.89
2025-06-18,17.47,0.0,0.0,0.0,9.27,24.27,5.53,61.09
2025-06-19,17.61,0.0,0.0,0.0,10.57,24.35,6.18,66.91
2025-06-20,18.66,0.0,0.0,0.0,10.25,26.52,6.24,55.32
2025-06-21,16.28,0.0,0.0,0.0,10.68,20.41,8.42,57.11
2025-06-22,14.57,0.0,0.0,0.0,7.85,20.57,6.76,58.42
2025-06-23,16.27,0.0,0.0,0.0,7.12,23.74,5.62,55.56
2025-06-24,18.36,0.0,0.0,0.0,8.97,26.78,6.02,45.02
2025-06-25,19.82,0.0,0.0,0.0,10.29,28.91,4.79,40.62
2025-06-26,20.9,0.0,0.0,0.0,11.51,29.18,4.94,43.11
2025-06-27,20.62,0.0,0.0,0.0,13.22,28.17,6.56,42.86
2025-06-28,18.38,0.0,0.0,0.0,9.64,25.14,6.5,46.14
2025-06-29,15.1,4.54,0.0,4.54,10.65,18.75,6.18,69.49
2025-06-30,16.26,0.9,0.0,0.9,8.98,22.2,4.9,67.41
2025-07-01,17.63,3.17,0.0,3.17,11.89,23.41,5.42,74.47
2025-07-02,16.58,3.05,0.0,3.05,10.88,21.55,6.16,59.36
2025-07-03,16.49,0.32,0.0,0.32,9.55,22.95,6.53,63.36
2025-07-04,16.59,0.0,0.0,0.0,9.39,22.61,6.21,62.84
2025-07-05,18.58,0.0,0.0,0.0,10.23,25.94,6.71,58.23
2025-07-06,20.04,0.0,0.0,0.0,12.4,28.7,6.15,53.64
2025-07-07,21.0,0.0,0.0,0.0,13.91,29.54,4.87,54.53
2025-07-08,21.16,0.0,0.0,0.0,13.75,28.78,6.45,59.64
2025-07-09,22.46,0.0,0.0,0.0,11.99,31.61,5.32,51.01
2025-07-10,19.7,0.13,0.0,0.13,14.92,23.97,7.58,68.28
2025-07-11,19.22,0.0,0.0,0.0,15.57,23.16,6.64,75.47
2025-07-12,19.37,0.53,0.0,0.53,15.18,24.0,6.36,75.76
2025-07-13,20.65,0.0,0.0,0.0,15.08,26.36,6.28,65.17
2025-07-14,20.92,0.0,0.0,0.0,14.05,27.36,6.61,63.84
2025-07-15,21.11,0.0,0.0,0.0,14.51,27.73,7.96,63.84
2025-07-16,21.5,0.0,0.0,0.0,15.95,27.86,6.56,60.9
2025-07-17,21.96,0.0,0.0,0.0,14.38,28.96,6.15,59.64
2025-07-18,20.29,0.3,0.0,0.3,16.75,25.8,5.88,75.48
2025-07-19,21.09,3.64,0.0,3.64,16.25,26.6,7.35,71.28
2025-07-20,20.14,0.0,0.0,0.0,14.03,26.85,6.96,59.17
2025-07-21,19.81,0.0,0.0,0.0,11.7,27.46,5.93,50.02
2025-07-22,21.36,0.0,0.0,0.0,11.51,30.48,5.42,44.56
2025-07-23,23.22,0.0,0.0,0.0,13.83,32.25,5.32,41.9
2025-07-24,23.29,0.0,0.0,0.0,15.72,32.11,5.92,49.87
2025-07-25,22.07,0.0,0.0,0.0,15.35,29.94,6.62,55.67
2025-07-26,22.57,0.0,0.0,0.0,14.23,30.31,7.41,48.12
2025-07-27,25.35,0.0,0.0,0.0,12.97,34.39,4.12,48.52
2025-07-28,24.43,0.0,0.0,0.0,16.8,32.24,5.69,52.53
2025-07-29,25.24,0.0,0.0,0.0,18.9,31.18,6.48,59.88
2025-07-30,23.27,0.03,0.0,0.03,17.1,29.93,7.3,67.65
2025-07-31,21.65,0.24,0.0,0.24,18.66,24.9,9.65,71.82
2025-08-01,19.76,9.01,0.0,9.01,17.29,23.84,7.16,77.0
2025-08-02,20.64,6.39,0.0,6.39,17.53,25.47,8.22,77.86
2025-08-03,19.69,3.37,0.0,3.37,15.78,24.38,5.53,79.26
2025-08-04,20.76,0.0,0.0,0.0,14.17,27.52,5.97,69.69
2025-08-05,21.56,0.0,0.0,0.0,16.03,27.98,5.88,69.63
2025-08-06,23.12,0.11,0.0,0.11,16.86,31.14,6.57,66.52
2025-08-07,21.88,0.0,0.0,0.0,16.34,27.59,7.48,67.98
2025-08-08,21.78,0.96,0.0,0.96,17.22,28.14,6.83,71.54
2025-08-09,21.27,0.0,0.0,0.0,16.85,27.11,6.35,73.45
2025-08-10,21.04,0.0,0.0,0.0,14.41,28.45,7.55,63.67
2025-08-11,20.39,0.0,0.0,0.0,12.62,27.63,6.85,59.2
2025-08-12,19.6,0.0,0.0,0.0,11.82,26.97,7.57,61.04
2025-08-13,20.55,0.0,0.0,0.0,14.9,28.43,6.82,68.97
2025-08-14,20.49,0.0,0.0,0.0,13.77,28.68,7.29,66.77
2025-08-15,19.77,0.0,0.0,0.0,14.07,27.75,8.84,61.9
2025-08-16,18.07,0.0,0.0,0.0,11.58,25.66,8.83,58.76
2025-08-17,19.41,0.0,0.0,0.0,11.67,28.08,5.18,61.98
2025-08-18,19.55,0.0,0.0,0.0,14.29,25.04,5.79,67.77
2025-08-19,19.49,0.0,0.0,0.0,15.06,25.14,6.6,71.63
2025-08-20,17.74,0.46,0.0,0.46,13.9,22.8,7.04,73.7
2025-08-21,18.54,0.0,0.0,0.0,12.33,25.68,6.8,69.36
2025-08-22,20.96,0.0,0.0,0.0,12.04,30.82,5.01,52.32
2025-08-23,21.01,0.0,0.0,0.0,14.53,27.55,7.06,57.77
2025-08-24,19.31,0.79,0.0,0.79,14.77,23.24,5.87,69.23
2025-08-25,17.84,0.01,0.0,0.01,13.53,22.88,8.81,62.95
2025-08-26,16.8,0.0,0.0,0.0,10.25,23.64,7.11,65.69
2025-08-27,17.87,0.0,0.0,0.0,10.53,25.07,6.79,66.29
2025-08-28,18.77,0.0,0.0,0.0,11.5,25.93,5.86,68.9
2025-08-29,18.55,0.0,0.0,0.0,10.98,26.57,5.11,69.52
2025-08-30,19.8,0.0,0.0,0.0,12.47,28.23,5.96,69.65
2025-08-31,21.9,0.0,0.0,0.0,13.7,30.05,4.88,53.96
2025-09-01,20.67,0.0,0.0,0.0,15.45,26.32,6.93,57.64
2025-09-02,19.14,0.0,0.0,0.0,12.4,25.91,4.87,62.83
2025-09-03,18.28,0.13,0.0,0.13,12.0,23.86,5.74,71.3
2025-09-04,18.99,0.0,0.0,0.0,12.01,26.39,7.46,69.77
2025-09-05,19.75,0.0,0.0,0.0,13.59,26.47,6.41,72.71
2025-09-06,16.97,7.61,0.0,7.61,14.4,20.9,6.22,85.9
2025-09-07,16.47,4.5,0.0,4.5,14.08,20.15,5.55,78.81
2025-09-08,16.6,0.0,0.0,0.0,12.35,20.59,5.23,72.08
2025-09-09,17.2,0.05,0.0,0.05,10.23,22.59,4.92,72.24
2025-09-10,16.56,0.0,0.0,0.0,9.56,23.34,5.19,70.25
2025-09-11,17.29,0.19,0.0,0.19,10.74,23.09,5.43,70.72
2025-09-12,17.89,0.22,0.0,0.22,12.44,25.88,6.43,73.37
2025-09-13,17.52,0.81,0.0,0.81,12.89,23.28,6.57,73.69
2025-09-14,16.91,0.0,0.0,0.0,12.79,23.59,6.95,73.48
2025-09-15,15.46,0.0,0.0,0.0,11.23,20.79,4.96,77.66
2025-09-16,16.13,0.08,0.0,0.08,10.38,22.35,6.08,67.23
2025-09-17,15.61,0.0,0.0,0.0,8.18,24.94,5.91,63.16
2025-09-18,12.6,19.01,0.0,19.01,9.62,15.19,7.72,79.59
2025-09-19,12.7,3.29,0.0,3.29,9.35,17.31,7.15,74.79
2025-09-20,13.01,0.0,0.0,0.0,8.02,19.48,5.63,68.48
2025-09-21,13.57,0.0,0.0,0.0,7.08,21.36,6.53,73.81
2025-09-22,15.28,0.0,0.0,0.0,8.52,24.32,4.54,69.56
2025-09-23,15.82,0.0,0.0,0.0,8.3,25.03,4.1,69.46
2025-09-24,16.08,0.0,0.0,0.0,9.06,23.23,4.44,75.97
2025-09-25,16.55,0.08,0.0,0.08,12.62,20.87,5.63,76.22
2025-09-26,14.02,0.03,0.0,0.03,9.69,19.24,9.18,74.29
2025-09-27,12.06,0.0,0.0,0.0,9.97,15.5,8.69,71.69
2025-09-28,12.21,0.0,0.0,0.0,9.64,16.06,5.79,71.32
2025-09-29,10.93,10.49,0.0,10.49,9.91,12.22,4.12,88.74
2025-09-30,11.18,6.87,0.0,6.87,9.01,15.98,6.39,86.6
2025-10-01,10.53,0.31,0.0,0.31,6.0,15.94,5.54,76.53
2025-10-02,12.47,0.0,0.0,0.0,5.65,19.69,6.65,67.03
2025-10-03,15.3,0.14,0.0,0.14,8.99,23.15,6.48,59.56
2025-10-04,14.2,2.88,0.0,2.88,10.64,19.74,5.46,73.62
2025-10-05,13.24,0.88,0.0,0.88,8.09,18.16,5.28,70.16
2025-10-06,13.28,0.0,0.0,0.0,7.13,21.15,4.94,67.03
2025-10-07,13.16,5.48,0.0,5.48,9.05,19.03,4.5,75.1
2025-10-08,11.58,8.28,0.0,8.28,8.49,15.45,5.87,84.69
2025-10-09,9.19,7.49,0.0,7.49,7.28,12.11,9.27,84.66
2025-10-10,9.82,4.93,0.0,4.93,6.38,14.78,7.13,79.08
2025-10-11,7.71,11.46,0.0,11.46,4.49,12.8,7.83,83.41
2025-10-12,7.35,5.04,0.0,5.04,5.07,10.77,6.91,85.27
2025-10-13,10.04,0.68,0.0,0.68,7.0,14.68,5.18,79.74
2025-10-14,10.79,0.43,0.0,0.43,7.13,15.67,3.76,77.02
2025-10-15,10.12,1.26,0.0,1.26,7.85,13.43,5.29,82.49
2025-10-16,9.92,0.03,0.0,0.03,7.0,14.26,6.37,81.95
2025-10-17,11.21,0.0,0.0,0.0,6.84,18.69,3.9,78.23
2025-10-18,11.35,0.71,0.0,0.71,5.83,17.5,3.52,81.56
2025-10-19,10.41,14.94,0.0,14.94,8.31,13.33,5.78,90.54
2025-10-20,8.34,1.89,0.0,1.89,3.53,13.46,5.98,74.54
2025-10-21,7.5,0.0,0.0,0.0,2.36,15.05,5.01,74.31
2025-10-22,10.69,2.25,0.0,2.25,6.59,16.4,2.93,79.99
2025-10-23,11.65,2.56,0.0,2.56,9.25,14.39,4.28,89.78
2025-10-24,14.93,0.37,0.0,0.37,10.29,19.35,6.36,74.34
2025-10-25,11.05,13.64,0.0,13.64,9.05,12.75,5.05,90.25
2025-10-26,11.34,0.3,0.0,0.3,6.78,16.84,4.02,79.01
2025-10-27,15.16,2.29,0.0,2.29,8.34,22.45,8.08,62.41
2025-10-28,10.73,23.68,0.0,23.68,7.22,14.17,5.43,84.03
2025-10-29,8.01,3.55,0.0,3.55,2.96,13.13,5.26,75.13
2025-10-30,8.0,0.0,0.0,0.0,1.1,17.87,3.64,64.74
2025-10-31,9.18,0.0,0.0,0.0,2.96,17.72,3.28,65.35
2025-11-01,8.49,0.0,0.0,0.0,2.74,17.24,3.45,71.89
2025-11-02,8.71,0.0,0.0,0.0,2.41,16.73,2.98,69.71
2025-11-03,10.57,0.0,0.0,0.0,4.38,18.62,3.05,66.96
2025-11-04,11.37,0.0,0.0,0.0,6.1,19.54,2.81,69.04
2025-11-05,10.48,0.03,0.0,0.03,6.39,15.69,4.15,83.63
2025-11-06,11.63,0.0,0.0,0.0,7.84,17.12,3.78,77.45
2025-11-07,11.72,0.08,0.0,0.08,7.63,17.79,3.99,78.26
2025-11-08,10.85,0.0,0.0,0.0,6.89,17.15,3.6,81.64
2025-11-09,10.95,0.0,0.0,0.0,5.04,19.03,3.35,73.29
2025-11-10,10.35,0.0,0.0,0.0,5.36,15.88,3.18,75.55
2025-11-11,10.86,4.65,0.0,4.65,5.54,17.53,4.64,74.62
2025-11-12,8.84,9.76,0.0,9.76,7.74,10.71,7.21,90.67
2025-11-13,7.73,1.19,0.0,1.19,5.06,11.3,4.07,85.2
2025-11-14,5.32,1.12,0.0,1.12,2.77,8.7,4.97,85.47
2025-11-15,4.29,0.0,0.0,0.0,0.53,9.65,3.74,79.47
2025-11-16,5.2,0.0,0.0,0.0,-0.32,13.22,3.87,70.6
2025-11-17,9.6,0.0,0.0,0.0,2.1,17.63,6.1,55.46
2025-11-18,11.51,0.0,0.0,0.0,6.22,17.11,5.86,49.55
2025-11-19,10.57,0.0,0.0,0.0,6.02,16.74,3.75,60.08
2025-11-20,9.98,0.0,0.0,0.0,5.5,16.35,3.95,63.2
2025-11-21,11.32,0.0,0.0,0.0,5.29,19.52,6.09,56.27
2025-11-22,13.28,0.0,0.0,0.0,7.3,20.39,5.5,48.96
2025-11-23,13.44,0.88,0.0,0.88,7.84,19.44,5.08,54.66
2025-11-24,8.39,11.43,0.0,11.43,4.17,11.94,5.34,81.89
2025-11-25,6.74,0.0,0.0,0.0,3.87,12.14,4.03,83.61
2025-11-26,8.23,0.0,0.0,0.0,2.79,15.69,4.75,68.77
2025-11-27,9.57,0.0,0.0,0.0,4.79,16.6,5.02,62.93
2025-11-28,9.03,0.0,0.0,0.0,3.54,16.54,3.89,68.27
2025-11-29,9.47,1.18,0.0,1.18,4.13,14.13,5.58,67.91
2025-11-30,8.0,3.23,0.0,3.23,5.54,11.64,5.43,79.76
2025-12-01,5.59,4.84,0.0,4.84,3.22,7.94,4.92,85.5
2025-12-02,4.79,0.0,0.0,0.0,1.89,8.16,3.47,84.15
2025-12-03,4.69,0.0,0.0,0.0,0.91,11.16,3.46,73.68
2025-12-04,4.91,0.0,0.0,0.0,0.24,10.76,3.41,73.21
2025-12-05,8.13,0.0,0.0,0.0,1.84,13.18,5.87,62.46
2025-12-06,10.67,0.06,0.0,0.06,8.45,12.96,7.69,59.55
2025-12-07,8.25,4.4,0.0,4.4,5.74,11.38,4.38,77.84
2025-12-08,6.01,13.73,0.0,13.73,4.45,7.7,8.19,87.4
2025-12-09,4.66,1.94,0.0,1.94,3.62,6.54,4.12,84.26
2025-12-10,4.6,1.62,0.0,1.62,3.25,6.45,3.66,85.56
2025-12-11,4.57,2.08,0.0,2.08,2.34,7.05,4.71,88.07
2025-12-12,4.48,0.98,0.0,0.98,1.77,8.16,3.92,82.29
2025-12-13,5.28,4.13,0.0,4.13,3.56,7.32,5.82,84.01
2025-12-14,3.63,1.69,0.0,1.69,2.04,5.72,4.38,86.15
2025-12-15,2.77,4.02,0.0,4.02,0.79,4.76,5.97,83.99
2025-12-16,2.55,0.69,0.0,0.69,0.07,6.13,4.84,78.06
2025-12-17,1.95,0.0,0.0,0.0,-0.99,6.67,4.01,78.98
2025-12-18,1.94,0.0,0.0,0.0,-2.62,8.49,3.39,74.13
2025-12-19,1.95,0.0,0.0,0.0,-1.94,8.77,2.93,68.48
2025-12-20,2.6,0.0,0.0,0.0,-2.5,8.83,3.58,74.08
2025-12-21,3.2,0.25,0.0,0.25,-0.07,6.02,3.55,78.15
2025-12-22,3.31,7.09,0.0,7.09,2.17,4.29,3.33,92.26
2025-12-23,4.63,0.72,0.0,0.72,3.34,6.41,2.82,90.33
2025-12-24,4.9,0.0,0.0,0.0,2.2,8.49,4.66,82.69
2025-12-25,3.91,0.23,0.0,0.23,1.65,6.0,4.76,80.62
2025-12-26,2.09,5.7,0.0,5.7,-0.21,4.19,7.57,86.39
2025-12-27,-1.52,13.97,13.97,0.0,-2.72,0.26,9.73,88.22
2025-12-28,-1.54,13.54,13.54,0.0,-3.04,1.0,11.44,84.31
2025-12-29,-2.42,20.12,20.12,0.0,-4.91,-1.08,10.12,87.74
2025-12-30,-1.91,1.92,1.92,0.0,-8.94,3.15,6.74,72.22
2025-12-31,-3.69,15.1,15.1,0.0,-7.98,-1.1,7.08,87.12
2026-01-01,-7.98,4.12,4.12,0.0,-11.55,-4.76,7.32,87.09
